city,weather_data,lat,lon,temp,humid,wind,clouds
maniitsoq,"{'coord': {'lon': -52.9, 'lat': 65.42}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 23.35, 'pressure': 996.78, 'humidity': 100, 'temp_min': 23.35, 'temp_max': 23.35, 'sea_level': 996.78, 'grnd_level': 982.33}, 'wind': {'speed': 8.97, 'deg': 302.005}, 'clouds': {'all': 92}, 'dt': 1551562815, 'sys': {'message': 0.0033, 'country': 'GL', 'sunrise': 1551522991, 'sunset': 1551559925}, 'id': 3421982, 'name': 'Maniitsoq', 'cod': 200}",65.42,-52.9,23.35,100,8.97,92
gebog,"{'coord': {'lon': 110.84, 'lat': -6.74}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 77, 'pressure': 1008, 'humidity': 94, 'temp_min': 77, 'temp_max': 77}, 'visibility': 6000, 'wind': {'speed': 1.48, 'deg': 291.505}, 'clouds': {'all': 40}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 9362, 'message': 0.0033, 'country': 'ID', 'sunrise': 1551480120, 'sunset': 1551524117}, 'id': 1644360, 'name': 'Gebog', 'cod': 200}",-6.74,110.84,77.0,94,1.48,40
batsfjord,"{'coord': {'lon': 29.72, 'lat': 70.63}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 28.84, 'pressure': 995.3, 'humidity': 100, 'temp_min': 28.84, 'temp_max': 28.84, 'sea_level': 995.3, 'grnd_level': 988.89}, 'wind': {'speed': 20.6, 'deg': 308.005}, 'clouds': {'all': 80}, 'dt': 1551563350, 'sys': {'message': 0.0064, 'country': 'NO', 'sunrise': 1551504229, 'sunset': 1551539057}, 'id': 780717, 'name': 'Batsfjord', 'cod': 200}",70.63,29.72,28.84,100,20.6,80
rabo de peixe,"{'coord': {'lon': -25.58, 'lat': 37.8}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 62.6, 'pressure': 1021, 'humidity': 88, 'temp_min': 62.6, 'temp_max': 62.6}, 'visibility': 10000, 'wind': {'speed': 25.28, 'deg': 220}, 'clouds': {'all': 75}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 6899, 'message': 0.005, 'country': 'PT', 'sunrise': 1551514301, 'sunset': 1551555448}, 'id': 3372745, 'name': 'Rabo de Peixe', 'cod': 200}",37.8,-25.58,62.6,88,25.28,75
port hardy,"{'coord': {'lon': -127.42, 'lat': 50.7}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 41, 'pressure': 1023, 'humidity': 69, 'temp_min': 41, 'temp_max': 41}, 'visibility': 32186, 'wind': {'speed': 6.93, 'deg': 40}, 'clouds': {'all': 20}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 1011, 'message': 0.0037, 'country': 'CA', 'sunrise': 1551539391, 'sunset': 1551579252}, 'id': 6111862, 'name': 'Port Hardy', 'cod': 200}",50.7,-127.42,41.0,69,6.93,20
serebryansk,"{'coord': {'lon': 83.3, 'lat': 49.68}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 17.54, 'pressure': 1013.42, 'humidity': 70, 'temp_min': 17.54, 'temp_max': 17.54, 'sea_level': 1013.42, 'grnd_level': 915.93}, 'wind': {'speed': 2.15, 'deg': 83.5049}, 'clouds': {'all': 0}, 'dt': 1551563351, 'sys': {'message': 0.0051, 'country': 'KZ', 'sunrise': 1551488825, 'sunset': 1551528685}, 'id': 1519395, 'name': 'Serebryansk', 'cod': 200}",49.68,83.3,17.54,70,2.15,0
tiksi,"{'coord': {'lon': 128.87, 'lat': 71.64}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': -23.05, 'pressure': 1013.02, 'humidity': 33, 'temp_min': -23.05, 'temp_max': -23.05, 'sea_level': 1013.02, 'grnd_level': 993.93}, 'wind': {'speed': 3.38, 'deg': 205.005}, 'clouds': {'all': 8}, 'dt': 1551563351, 'sys': {'message': 0.0043, 'country': 'RU', 'sunrise': 1551480782, 'sunset': 1551514925}, 'id': 2015306, 'name': 'Tiksi', 'cod': 200}",71.64,128.87,-23.05,33,3.38,8
kuala lipis,"{'coord': {'lon': 102.05, 'lat': 4.19}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 75.73, 'pressure': 1008.5, 'humidity': 85, 'temp_min': 75.73, 'temp_max': 75.73, 'sea_level': 1008.5, 'grnd_level': 986.89}, 'wind': {'speed': 3.27, 'deg': 21.5049}, 'rain': {'3h': 0.129}, 'clouds': {'all': 88}, 'dt': 1551563351, 'sys': {'message': 0.0032, 'country': 'MY', 'sunrise': 1551482557, 'sunset': 1551525908}, 'id': 1733023, 'name': 'Kuala Lipis', 'cod': 200}",4.19,102.05,75.73,85,3.27,88
valparaiso,"{'coord': {'lon': -87.06, 'lat': 41.47}, 'weather': [{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}], 'base': 'stations', 'main': {'temp': 30.54, 'pressure': 1024, 'humidity': 75, 'temp_min': 28, 'temp_max': 33.8}, 'visibility': 16093, 'wind': {'speed': 12.75, 'deg': 360}, 'snow': {'1h': 0.13}, 'clouds': {'all': 75}, 'dt': 1551563324, 'sys': {'type': 1, 'id': 6192, 'message': 0.0052, 'country': 'US', 'sunrise': 1551529207, 'sunset': 1551570052}, 'id': 4927537, 'name': 'Valparaiso', 'cod': 200}",41.47,-87.06,30.54,75,12.75,75
palauig,"{'coord': {'lon': 119.9, 'lat': 15.44}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 66.82, 'pressure': 1011.54, 'humidity': 100, 'temp_min': 66.82, 'temp_max': 66.82, 'sea_level': 1011.54, 'grnd_level': 982.17}, 'wind': {'speed': 4.27, 'deg': 62.5049}, 'clouds': {'all': 12}, 'dt': 1551563352, 'sys': {'message': 0.0039, 'country': 'PH', 'sunrise': 1551478613, 'sunset': 1551521294}, 'id': 1696188, 'name': 'Palauig', 'cod': 200}",15.44,119.9,66.82,100,4.27,12
hilo,"{'coord': {'lon': -155.08, 'lat': 19.71}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 72.32, 'pressure': 1020, 'humidity': 60, 'temp_min': 69.01, 'temp_max': 75.2}, 'visibility': 16093, 'wind': {'speed': 8.05, 'deg': 10}, 'clouds': {'all': 40}, 'dt': 1551563235, 'sys': {'type': 1, 'id': 7881, 'message': 0.0046, 'country': 'US', 'sunrise': 1551544708, 'sunset': 1551587173}, 'id': 5855927, 'name': 'Hilo', 'cod': 200}",19.71,-155.08,72.32,60,8.05,40
bathsheba,"{'coord': {'lon': -59.52, 'lat': 13.22}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 80.6, 'pressure': 1015, 'humidity': 61, 'temp_min': 80.6, 'temp_max': 80.6}, 'visibility': 10000, 'wind': {'speed': 20.8, 'deg': 90}, 'clouds': {'all': 20}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8772, 'message': 0.009, 'country': 'BB', 'sunrise': 1551521588, 'sunset': 1551564426}, 'id': 3374083, 'name': 'Bathsheba', 'cod': 200}",13.22,-59.52,80.6,61,20.8,20
basco,"{'coord': {'lon': -91.2, 'lat': 40.33}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 29.57, 'pressure': 1026, 'humidity': 73, 'temp_min': 26.6, 'temp_max': 33.01}, 'visibility': 16093, 'wind': {'speed': 11.41, 'deg': 340}, 'clouds': {'all': 40}, 'dt': 1551563186, 'sys': {'type': 1, 'id': 4148, 'message': 0.0035, 'country': 'US', 'sunrise': 1551530147, 'sunset': 1551571098}, 'id': 4863349, 'name': 'Basco', 'cod': 200}",40.33,-91.2,29.57,73,11.41,40
port-gentil,"{'coord': {'lon': 8.78, 'lat': -0.72}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 80.6, 'pressure': 1012, 'humidity': 88, 'temp_min': 80.6, 'temp_max': 80.6}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 200}, 'clouds': {'all': 20}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 2188, 'message': 0.0042, 'country': 'GA', 'sunrise': 1551504793, 'sunset': 1551548431}, 'id': 2396518, 'name': 'Port-Gentil', 'cod': 200}",-0.72,8.78,80.6,88,6.93,20
pitimbu,"{'coord': {'lon': -34.81, 'lat': -7.47}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 80.6, 'pressure': 1012, 'humidity': 83, 'temp_min': 80.6, 'temp_max': 80.6}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 150}, 'clouds': {'all': 75}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8391, 'message': 0.0036, 'country': 'BR', 'sunrise': 1551515053, 'sunset': 1551559085}, 'id': 3391889, 'name': 'Pitimbu', 'cod': 200}",-7.47,-34.81,80.6,83,8.05,75
sobolevo,"{'coord': {'lon': 31.9, 'lat': 54.43}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 13.54, 'pressure': 1010.82, 'humidity': 79, 'temp_min': 13.54, 'temp_max': 13.54, 'sea_level': 1010.82, 'grnd_level': 985.21}, 'wind': {'speed': 12.77, 'deg': 247.005}, 'clouds': {'all': 0}, 'dt': 1551563353, 'sys': {'message': 0.0039, 'country': 'RU', 'sunrise': 1551501482, 'sunset': 1551540706}, 'id': 525426, 'name': 'Sobolevo', 'cod': 200}",54.43,31.9,13.54,79,12.77,0
chara,"{'coord': {'lon': 22.43, 'lat': 39.42}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 52.66, 'pressure': 1013, 'humidity': 62, 'temp_min': 51.8, 'temp_max': 53.6}, 'visibility': 10000, 'wind': {'speed': 2.71, 'deg': 309.505}, 'clouds': {'all': 75}, 'dt': 1551559800, 'sys': {'type': 1, 'id': 6629, 'message': 0.0043, 'country': 'GR', 'sunrise': 1551502863, 'sunset': 1551543847}, 'id': 262462, 'name': 'Chara', 'cod': 200}",39.42,22.43,52.66,62,2.71,75
emmett,"{'coord': {'lon': -116.5, 'lat': 43.87}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 41.79, 'pressure': 1016, 'humidity': 65, 'temp_min': 37, 'temp_max': 46.4}, 'visibility': 16093, 'wind': {'speed': 5.82, 'deg': 310}, 'clouds': {'all': 1}, 'dt': 1551563001, 'sys': {'type': 1, 'id': 4829, 'message': 0.0049, 'country': 'US', 'sunrise': 1551536383, 'sunset': 1551577009}, 'id': 5592562, 'name': 'Emmett', 'cod': 200}",43.87,-116.5,41.79,65,5.82,1
upernavik,"{'coord': {'lon': -56.15, 'lat': 72.79}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 1.97, 'pressure': 996.26, 'humidity': 100, 'temp_min': 1.97, 'temp_max': 1.97, 'sea_level': 996.26, 'grnd_level': 992.89}, 'wind': {'speed': 2.71, 'deg': 350.005}, 'clouds': {'all': 20}, 'dt': 1551563354, 'sys': {'message': 0.0035, 'country': 'GL', 'sunrise': 1551525362, 'sunset': 1551559149}, 'id': 3418910, 'name': 'Upernavik', 'cod': 200}",72.79,-56.15,1.97,100,2.71,20
hirara,"{'coord': {'lon': 125.28, 'lat': 24.8}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 74.65, 'pressure': 1011.62, 'humidity': 98, 'temp_min': 74.65, 'temp_max': 74.65, 'sea_level': 1011.62, 'grnd_level': 1011.45}, 'wind': {'speed': 9.64, 'deg': 205.505}, 'clouds': {'all': 44}, 'dt': 1551563354, 'sys': {'message': 0.0044, 'country': 'JP', 'sunrise': 1551477627, 'sunset': 1551519706}, 'id': 1862505, 'name': 'Hirara', 'cod': 200}",24.8,125.28,74.65,98,9.64,44
isangel,"{'coord': {'lon': 169.27, 'lat': -19.55}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 82.4, 'pressure': 1009, 'humidity': 88, 'temp_min': 82.4, 'temp_max': 82.4}, 'visibility': 10000, 'wind': {'speed': 12.77, 'deg': 9.50494}, 'clouds': {'all': 75}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 7317, 'message': 0.0034, 'country': 'VU', 'sunrise': 1551465677, 'sunset': 1551510505}, 'id': 2136825, 'name': 'Isangel', 'cod': 200}",-19.55,169.27,82.4,88,12.77,75
hovd,"{'coord': {'lon': 10.7, 'lat': 63.83}, 'weather': [{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}], 'base': 'stations', 'main': {'temp': 31.14, 'pressure': 996, 'humidity': 92, 'temp_min': 28.99, 'temp_max': 34}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 100}, 'clouds': {'all': 90}, 'dt': 1551563117, 'sys': {'type': 1, 'id': 1676, 'message': 0.0041, 'country': 'NO', 'sunrise': 1551507533, 'sunset': 1551544853}, 'id': 7626384, 'name': 'Hovd', 'cod': 200}",63.83,10.7,31.14,92,8.05,90
huilong,"{'coord': {'lon': 110.18, 'lat': 28.89}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 38.38, 'pressure': 1019.66, 'humidity': 97, 'temp_min': 38.38, 'temp_max': 38.38, 'sea_level': 1019.66, 'grnd_level': 960.81}, 'wind': {'speed': 2.04, 'deg': 95.5049}, 'rain': {'3h': 0.115}, 'clouds': {'all': 76}, 'dt': 1551563261, 'sys': {'message': 0.0035, 'country': 'CN', 'sunrise': 1551481394, 'sunset': 1551523190}, 'id': 1795424, 'name': 'Huilong', 'cod': 200}",28.89,110.18,38.38,97,2.04,76
abu samrah,"{'coord': {'lon': 37.18, 'lat': 35.3}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 48.19, 'pressure': 1012.9, 'humidity': 94, 'temp_min': 48.19, 'temp_max': 48.19, 'sea_level': 1012.9, 'grnd_level': 967.29}, 'wind': {'speed': 10.65, 'deg': 213.505}, 'rain': {'3h': 0.265}, 'clouds': {'all': 76}, 'dt': 1551563355, 'sys': {'message': 0.0037, 'country': 'SY', 'sunrise': 1551499148, 'sunset': 1551540478}, 'id': 172515, 'name': 'Abu Samrah', 'cod': 200}",35.3,37.18,48.19,94,10.65,76
ancud,"{'coord': {'lon': -73.83, 'lat': -41.87}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 59, 'pressure': 1017, 'humidity': 67, 'temp_min': 59, 'temp_max': 59}, 'wind': {'speed': 5.82, 'deg': 120}, 'clouds': {'all': 75}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 8512, 'message': 0.0062, 'country': 'CL', 'sunrise': 1551523076, 'sunset': 1551569750}, 'id': 3899695, 'name': 'Ancud', 'cod': 200}",-41.87,-73.83,59.0,67,5.82,75
california city,"{'coord': {'lon': -117.99, 'lat': 35.13}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 59.14, 'pressure': 1013, 'humidity': 76, 'temp_min': 52, 'temp_max': 64.4}, 'visibility': 14484, 'wind': {'speed': 20.8, 'deg': 220, 'gust': 12.3}, 'rain': {'1h': 1.52}, 'clouds': {'all': 40}, 'dt': 1551563195, 'sys': {'type': 1, 'id': 4892, 'message': 0.0055, 'country': 'US', 'sunrise': 1551536348, 'sunset': 1551577748}, 'id': 5332748, 'name': 'California City', 'cod': 200}",35.13,-117.99,59.14,76,20.8,40
djambala,"{'coord': {'lon': 14.76, 'lat': -2.55}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 74.02, 'pressure': 1011.3, 'humidity': 87, 'temp_min': 74.02, 'temp_max': 74.02, 'sea_level': 1011.3, 'grnd_level': 942.65}, 'wind': {'speed': 4.72, 'deg': 207.505}, 'clouds': {'all': 68}, 'dt': 1551563356, 'sys': {'message': 0.0034, 'country': 'CG', 'sunrise': 1551503304, 'sunset': 1551547048}, 'id': 2260401, 'name': 'Djambala', 'cod': 200}",-2.55,14.76,74.02,87,4.72,68
bethel,"{'coord': {'lon': -161.76, 'lat': 60.79}, 'weather': [{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}, {'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}], 'base': 'stations', 'main': {'temp': 28.85, 'pressure': 1030, 'humidity': 100, 'temp_min': 28.4, 'temp_max': 30.2}, 'visibility': 402, 'wind': {'speed': 6.93, 'deg': 160}, 'clouds': {'all': 90}, 'dt': 1551560160, 'sys': {'type': 1, 'id': 7640, 'message': 0.0042, 'country': 'US', 'sunrise': 1551548460, 'sunset': 1551586686}, 'id': 5880568, 'name': 'Bethel', 'cod': 200}",60.79,-161.76,28.85,100,6.93,90
sinop,"{'coord': {'lon': 35.15, 'lat': 42.03}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 42.97, 'pressure': 1014.62, 'humidity': 100, 'temp_min': 42.97, 'temp_max': 42.97, 'sea_level': 1014.62, 'grnd_level': 1010.33}, 'wind': {'speed': 16.24, 'deg': 302.505}, 'rain': {'3h': 0.125}, 'clouds': {'all': 76}, 'dt': 1551563357, 'sys': {'message': 0.0039, 'country': 'TR', 'sunrise': 1551499937, 'sunset': 1551540672}, 'id': 739600, 'name': 'Sinop', 'cod': 200}",42.03,35.15,42.97,100,16.24,76
tuktoyaktuk,"{'coord': {'lon': -133.03, 'lat': 69.44}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': -4.01, 'pressure': 1034, 'humidity': 64, 'temp_min': -4.01, 'temp_max': -4.01}, 'visibility': 24140, 'wind': {'speed': 13.87, 'deg': 120}, 'clouds': {'all': 20}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 942, 'message': 0.0039, 'country': 'CA', 'sunrise': 1551542890, 'sunset': 1551578500}, 'id': 6170031, 'name': 'Tuktoyaktuk', 'cod': 200}",69.44,-133.03,-4.01,64,13.87,20
half moon bay,"{'coord': {'lon': -122.43, 'lat': 37.46}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}, {'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 57.4, 'pressure': 1011, 'humidity': 100, 'temp_min': 52, 'temp_max': 63}, 'visibility': 805, 'wind': {'speed': 10.29, 'deg': 180}, 'rain': {'1h': 0.68}, 'clouds': {'all': 90}, 'dt': 1551563094, 'sys': {'type': 1, 'id': 4322, 'message': 0.0095, 'country': 'US', 'sunrise': 1551537508, 'sunset': 1551578722}, 'id': 5354943, 'name': 'Half Moon Bay', 'cod': 200}",37.46,-122.43,57.4,100,10.29,90
luorong,"{'coord': {'lon': 109.6, 'lat': 24.41}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 51.34, 'pressure': 1013.58, 'humidity': 98, 'temp_min': 51.34, 'temp_max': 51.34, 'sea_level': 1013.58, 'grnd_level': 983.05}, 'wind': {'speed': 6.17, 'deg': 35.0049}, 'rain': {'3h': 0.19}, 'clouds': {'all': 80}, 'dt': 1551563358, 'sys': {'message': 0.0041, 'country': 'CN', 'sunrise': 1551481375, 'sunset': 1551523484}, 'id': 1801850, 'name': 'Luorong', 'cod': 200}",24.41,109.6,51.34,98,6.17,80
saldanha,"{'coord': {'lon': -6.55, 'lat': 41.42}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 41.8, 'pressure': 1024.62, 'humidity': 79, 'temp_min': 41.8, 'temp_max': 41.8, 'sea_level': 1024.62, 'grnd_level': 950.33}, 'wind': {'speed': 3.94, 'deg': 227.005}, 'clouds': {'all': 20}, 'dt': 1551563358, 'sys': {'message': 0.0041, 'country': 'PT', 'sunrise': 1551509904, 'sunset': 1551550717}, 'id': 2737599, 'name': 'Saldanha', 'cod': 200}",41.42,-6.55,41.8,79,3.94,20
avarua,"{'coord': {'lon': -159.78, 'lat': -21.21}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 84.2, 'pressure': 1013, 'humidity': 79, 'temp_min': 84.2, 'temp_max': 84.2}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 320}, 'clouds': {'all': 0}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 7271, 'message': 0.0077, 'country': 'CK', 'sunrise': 1551544612, 'sunset': 1551589490}, 'id': 4035715, 'name': 'Avarua', 'cod': 200}",-21.21,-159.78,84.2,79,5.82,0
grindavik,"{'coord': {'lon': -22.43, 'lat': 63.84}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 33.35, 'pressure': 985, 'humidity': 100, 'temp_min': 32, 'temp_max': 34}, 'visibility': 10000, 'wind': {'speed': 10.29, 'deg': 10}, 'clouds': {'all': 40}, 'dt': 1551562755, 'sys': {'type': 1, 'id': 90, 'message': 0.0038, 'country': 'IS', 'sunrise': 1551515467, 'sunset': 1551552820}, 'id': 3416888, 'name': 'Grindavik', 'cod': 200}",63.84,-22.43,33.35,100,10.29,40
westport,"{'coord': {'lon': -9.52, 'lat': 53.8}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 46.17, 'pressure': 994, 'humidity': 64, 'temp_min': 43, 'temp_max': 48.99}, 'wind': {'speed': 14, 'deg': 212, 'gust': 13.86}, 'rain': {'1h': 0.76}, 'clouds': {'all': 76}, 'dt': 1551562987, 'sys': {'type': 3, 'id': 2001337, 'message': 0.0049, 'country': 'IE', 'sunrise': 1551511357, 'sunset': 1551550708}, 'id': 2960970, 'name': 'Westport', 'cod': 200}",53.8,-9.52,46.17,64,14.0,76
hasaki,"{'coord': {'lon': 140.83, 'lat': 35.73}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 38.98, 'pressure': 1018, 'humidity': 100, 'temp_min': 33.8, 'temp_max': 41}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 350}, 'clouds': {'all': 75}, 'dt': 1551562476, 'sys': {'type': 1, 'id': 7955, 'message': 0.0038, 'country': 'JP', 'sunrise': 1551474312, 'sunset': 1551515569}, 'id': 2112802, 'name': 'Hasaki', 'cod': 200}",35.73,140.83,38.98,100,6.93,75
warri,"{'coord': {'lon': 5.75, 'lat': 5.52}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 76.49, 'pressure': 1013.42, 'humidity': 93, 'temp_min': 76.49, 'temp_max': 76.49, 'sea_level': 1013.42, 'grnd_level': 1006.81}, 'wind': {'speed': 6.17, 'deg': 197.005}, 'clouds': {'all': 88}, 'dt': 1551563359, 'sys': {'message': 0.0042, 'country': 'NG', 'sunrise': 1551505702, 'sunset': 1551548981}, 'id': 2319133, 'name': 'Warri', 'cod': 200}",5.52,5.75,76.49,93,6.17,88
fortuna,"{'coord': {'lon': -1.13, 'lat': 38.18}, 'weather': [{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 54.55, 'pressure': 1024, 'humidity': 87, 'temp_min': 51.01, 'temp_max': 57.99}, 'visibility': 5000, 'wind': {'speed': 4.7, 'deg': 260}, 'clouds': {'all': 20}, 'dt': 1551563318, 'sys': {'type': 1, 'id': 6391, 'message': 0.004, 'country': 'ES', 'sunrise': 1551508456, 'sunset': 1551549559}, 'id': 2517679, 'name': 'Fortuna', 'cod': 200}",38.18,-1.13,54.55,87,4.7,20
